HEPES,HEPES_pH7.0,HEPES_pH7.2,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH8.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,yield,yield_std
50,0,0,0,0,1,0,10,80,2.5,60,5,0.1,4,5,0.478375,0.92505,6.7005,2.889425,13.077375,3.864,0.533925,2.5452,2.59425,34.22125,1.418,1.99,2.46195,53.872,0.16675,3.86645,1.5686,3.234765764,0.651621043
200,0,1,0,0,0,0,0,100,60,5,0.3,0,2,8.75,1.243775,2.4668,2.978,0.30415,6.9746,3.312,3.737475,0.7272,0.28825,13.6885,2.836,1.194,0.82065,72.8,0.016675,0.276175,1.5686,1.858200927,0.832044045
125,0,0,0,1,0,0,7.5,2.5,100,40,0.4,0,3,1.25,0.287025,0.30835,1.489,1.2166,1.74365,2.208,3.737475,2.1816,0.86475,113.61455,0.2836,14.726,4.10325,72.8,0.083375,0.276175,2.74505,0.894560025,0.041123483
175,0,0,0,1,0,0,10,10,10,40,0.4,0,6,8.75,3.0616,2.77515,2.978,0.30415,0.871825,4.416,9.076725,1.818,2.306,26.00815,1.1344,4.776,5.74455,13.104,0.10005,0.276175,0.39215,4.437995283,0.100944135
200,0,0,0,0,0,1,7.5,20,60,80,0.4,0.2,2,6.25,0.095675,2.15845,1.489,2.889425,0.871825,4.416,2.1357,2.9088,2.59425,46.5409,2.836,6.368,7.38585,10.192,0.0667,1.380875,1.17645,2.046512753,0.299909604
200,0,1,0,0,0,0,17.5,0,2.5,100,5,0,6,5,0.478375,0.30835,5.956,2.12905,1.74365,3.864,1.601775,2.5452,0.86475,46.5409,2.836,3.582,2.46195,23.296,0.10005,4.97115,3.52935,1.920409238,0.046271525
200,1,0,0,0,0,0,5,60,5,5,3,0,0,7.5,0.19135,1.8501,3.7225,0.30415,3.4873,4.968,21.890925,0.7272,0.28825,19.1639,1.1344,0.398,7.38585,10.192,0.1334,0.276175,2.74505,0.951411399,0.160106227
175,0,0,1,0,0,0,0,40,5,60,0.3,0.4,6,10,0.287025,0.30835,3.7225,0.152075,2.615475,2.76,5.33925,3.2724,1.44125,62.9671,0.8508,0.796,8.2065,40.768,0.16675,2.2094,3.1372,0.590007734,0.197169062
150,0,0,1,0,0,0,5,0,80,10,0.2,0.2,2,6.25,0.3827,2.77515,5.2115,0.30415,5.23095,0.552,1.601775,1.4544,0.86475,84.8687,1.418,1.194,0.82065,30.576,0.150075,1.380875,0.39215,3.646593457,0.233587099
150,0,0,0,1,0,0,10,60,40,80,0.3,0.1,9,6.25,0.19135,0.92505,3.7225,1.2166,1.74365,3.864,12.280275,3.2724,2.306,62.9671,0.5672,0.796,1.6413,23.296,0.150075,2.2094,0.39215,3.189960717,0.154381959
200,0,0,0,0,0,1,0,2.5,2.5,80,0.2,0.1,6,6.25,4.01835,2.77515,4.467,0.30415,2.615475,3.864,9.076725,2.9088,0.86475,46.5409,0.2836,19.9,4.10325,13.104,0.083375,3.86645,2.3529,5.210059976,0.097060225
200,0,0,0,0,0,1,0,20,100,60,0,0.2,9,7.5,1.243775,2.77515,3.7225,0.6083,0.871825,2.76,2.1357,2.5452,2.01775,26.00815,2.2688,4.776,4.9239,40.768,0.150075,2.2094,3.1372,0.466617856,0.075597588
125,0,1,0,0,0,0,0,40,100,20,0.4,0,3,8.75,0.287025,2.77515,1.489,2.889425,17.4365,3.864,2.1357,0.7272,2.01775,62.9671,1.1344,0.796,0.82065,53.872,0.116725,2.76175,3.52935,0.568551145,0.085852643
75,0,0,0,0,1,0,17.5,2.5,2.5,40,1,0.1,6,10,9.5675,0.6167,0.7445,0.6083,1.74365,4.968,16.551675,3.2724,0.86475,34.22125,2.836,8.358,0.82065,13.104,0.10005,3.590275,2.3529,3.703449944,0.346071897
150,0,0,0,1,0,0,17.5,5,40,60,0.2,0,1,10,4.01835,1.2334,5.956,0.91245,13.077375,2.76,12.280275,2.1816,0.5765,26.00815,1.9852,19.9,4.9239,23.296,0.1334,3.3141,1.5686,3.895048415,0.228670536
150,0,0,0,1,0,0,2.5,5,20,5,5,0,7,6.25,3.0616,1.54175,0.7445,2.12905,6.9746,4.416,9.076725,1.818,2.306,34.22125,0.8508,8.358,2.46195,23.296,0.116725,4.97115,1.5686,6.160584314,0.390036584
50,0,0,1,0,0,0,17.5,5,80,20,3,0,8,10,4.01835,2.15845,5.2115,1.2166,1.74365,3.864,2.669625,1.818,1.44125,46.5409,1.1344,14.726,3.2826,72.8,0.03335,3.590275,3.52935,2.483820378,0.358638953
50,0,1,0,0,0,0,12.5,20,20,5,2,0.1,4,2.5,4.01835,2.15845,3.7225,0.456225,1.74365,2.208,39.51045,3.2724,0.28825,34.22125,1.418,19.9,0.82065,4.368,0.116725,3.590275,3.52935,1.739464649,0.639854536
100,0,1,0,0,0,0,20,40,5,10,0.4,0.2,8,2.5,3.0616,2.15845,1.489,0.152075,1.74365,2.208,9.076725,2.5452,2.306,46.5409,1.7016,14.726,0.82065,30.576,0.16675,5.247325,1.17645,3.622409758,0.222760593
200,0,0,0,1,0,0,2.5,40,2.5,2.5,3,0.2,7,8.75,4.01835,2.15845,4.467,0.152075,0.871825,4.416,2.669625,0.3636,0.5765,46.5409,0.2836,8.358,0.82065,13.104,0.150075,5.247325,2.3529,4.664187574,1.325390993
75,0,0,0,0,0,1,0,5,60,10,2,0,7,10,2.2962,0.6167,6.7005,1.2166,5.23095,2.208,39.51045,1.818,0.28825,34.22125,1.7016,14.726,0.82065,53.872,0.10005,3.3141,1.5686,2.767483706,0.04353061
50,0,0,0,1,0,0,0,20,40,20,3,0,7,10,7.175625,1.8501,3.7225,0.6083,0.871825,4.968,21.890925,2.9088,2.8825,34.22125,1.7016,1.194,0.82065,7.28,0.016675,4.4188,0.7843,1.953523528,0.2972744
100,0,0,0,1,0,0,5,60,5,60,1,0.1,3,7.5,5.3578,2.4668,5.956,0.91245,2.615475,2.76,21.890925,1.0908,1.7295,46.5409,1.1344,1.99,0.82065,13.104,0.116725,3.3141,3.1372,4.179777299,0.400689824
150,0,0,0,1,0,0,7.5,5,5,60,2,0,10,5,4.01835,2.4668,2.978,0.91245,2.615475,4.416,9.076725,0.7272,1.7295,34.22125,2.836,19.9,3.2826,4.368,0.083375,3.86645,2.74505,6.842343432,0.403416149
150,0,0,0,0,0,1,5,5,2.5,20,0.2,0,8,5,9.5675,1.8501,2.978,0.456225,1.74365,3.312,9.076725,2.5452,2.59425,26.00815,1.418,14.726,0.82065,7.28,0.0667,5.247325,1.96075,9.398932961,0.882719031
100,0,0,1,0,0,0,15,60,2.5,40,0.3,0.2,3,10,3.0616,2.15845,2.2335,0.91245,6.9746,3.864,2.669625,1.4544,2.59425,84.8687,1.1344,14.726,0.82065,13.104,0.083375,4.142625,0.39215,5.605253641,0.721951523
125,0,0,1,0,0,0,10,40,10,40,3,0.2,4,10,3.0616,1.8501,2.2335,0.30415,6.9746,3.312,2.669625,2.5452,0.5765,62.9671,1.7016,3.582,0.82065,23.296,0.1334,4.4188,0.7843,6.380894036,1.514361151
175,0,0,0,1,0,0,2.5,2.5,20,5,0.5,0,1,10,5.3578,1.54175,6.7005,2.12905,1.74365,1.104,0.533925,0.7272,0.86475,84.8687,1.1344,14.726,5.74455,23.296,0.1334,5.247325,0.7843,7.22646568,0.32668503
100,0,0,0,0,0,1,10,60,10,0,1,0,6,1.25,3.0616,0.30835,3.7225,0.456225,2.615475,1.656,2.669625,2.1816,2.306,26.00815,1.418,11.144,0.82065,40.768,0.1334,4.142625,1.96075,1.98708631,0.133393082
75,0,0,0,1,0,0,5,40,2.5,0,0.5,0.2,0,7.5,3.0616,0.30835,5.956,0.6083,2.615475,3.864,21.890925,1.4544,0.5765,46.5409,1.1344,8.358,1.6413,13.104,0.03335,4.97115,0.39215,3.455692237,0.363426371
50,0,0,0,0,1,0,12.5,20,10,20,2,0,0,6.25,5.3578,1.54175,2.978,0.30415,1.74365,4.968,16.551675,2.5452,0.5765,26.00815,2.5524,6.368,0.82065,30.576,0.0667,4.694975,1.5686,5.885816198,0.151908191
50,0,1,0,0,0,0,2.5,10,40,20,0.5,0,2,7.5,4.01835,1.54175,2.2335,0.6083,2.615475,4.416,52.858575,2.9088,0.5765,26.00815,1.7016,11.144,1.6413,7.28,0.083375,4.694975,2.74505,4.1053884,0.288440892
150,0,0,0,0,1,0,7.5,5,2.5,40,0.1,0.1,3,1.25,5.3578,1.54175,4.467,0.30415,9.590075,2.76,5.33925,2.9088,2.01775,46.5409,0.5672,14.726,0.82065,30.576,0.10005,3.86645,1.5686,6.047946598,0.082917351
50,0,0,1,0,0,0,10,60,20,2.5,3,0,4,10,3.0616,1.54175,1.489,0.6083,3.4873,1.104,9.076725,1.818,2.306,34.22125,0.2836,14.726,3.2826,30.576,0.0667,3.590275,0.7843,4.585481073,0.501828203
75,0,0,0,1,0,0,7.5,2.5,2.5,0,3,0.2,6,5,2.2962,2.4668,6.7005,0.91245,13.077375,3.312,9.076725,3.636,2.59425,34.22125,0.5672,19.9,2.46195,72.8,0.083375,3.86645,3.52935,2.685664759,0.075128958
75,0,0,0,1,0,0,5,20,20,40,2,0,10,10,3.0616,2.4668,2.978,1.52075,6.9746,1.104,12.280275,1.4544,1.153,46.5409,1.1344,19.9,4.9239,23.296,0.150075,4.694975,2.74505,6.545132572,0.265622474
125,0,0,0,0,0,1,7.5,5,40,20,2,0,9,10,4.01835,1.2334,4.467,0.91245,17.4365,2.208,2.669625,1.0908,0.86475,26.00815,1.7016,19.9,4.10325,40.768,0.083375,4.4188,2.74505,5.779297567,0.321882484
125,1,0,0,0,0,0,10,10,10,0,0.1,0.1,3,7.5,7.175625,1.8501,4.467,0.30415,13.077375,3.312,1.601775,0.3636,2.01775,34.22125,1.418,19.9,0.82065,23.296,0.083375,4.694975,2.74505,4.509682911,0.196936091
125,0,0,0,1,0,0,2.5,2.5,40,40,0,0.2,1,7.5,7.175625,1.54175,2.978,0.30415,3.4873,4.416,16.551675,3.2724,2.01775,26.00815,2.5524,8.358,3.2826,23.296,0.083375,3.3141,1.96075,6.390067897,0.367515832
50,0,0,0,1,0,0,12.5,40,20,10,1,0.2,5,1.25,5.3578,2.77515,5.956,0.91245,3.4873,2.76,9.076725,0.7272,1.7295,34.22125,2.5524,19.9,5.74455,23.296,0.116725,5.247325,1.5686,3.816959133,1.233998643
125,0,0,0,1,0,0,5,20,40,60,0,0.2,5,6.25,5.3578,1.2334,4.467,0.30415,5.23095,4.416,9.076725,2.1816,0.86475,62.9671,1.7016,6.368,0.82065,7.28,0.083375,4.97115,3.1372,7.229931376,0.707851315
125,0,0,0,1,0,0,20,10,60,5,3,0.1,3,6.25,7.175625,1.2334,2.978,0.152075,0.871825,2.208,1.601775,1.4544,2.01775,84.8687,2.2688,8.358,0.82065,4.368,0.050025,3.590275,0.39215,3.19426762,0.704253535
125,0,0,0,1,0,0,12.5,10,20,0,0.5,0.1,3,6.25,9.5675,0.92505,5.956,0.152075,5.23095,2.208,9.076725,3.636,2.306,26.00815,0.8508,0.796,0.82065,53.872,0.16675,4.694975,3.1372,2.955214031,0.095430278
75,1,0,0,0,0,0,5,40,10,40,0.5,0,2,3.75,4.01835,1.8501,1.489,0.91245,6.9746,2.76,16.551675,2.5452,2.59425,62.9671,0.5672,8.358,1.6413,7.28,0.1334,3.590275,2.74505,5.308499493,0.412143058
75,0,0,0,0,0,1,5,5,40,2.5,0.5,0.1,9,8.75,5.3578,1.54175,0.7445,1.2166,13.077375,2.208,9.076725,2.9088,1.153,62.9671,1.1344,14.726,2.46195,13.104,0.016675,3.590275,3.1372,7.840963959,0.230001884
75,0,1,0,0,0,0,7.5,5,5,10,1,0.2,6,6.25,3.0616,0.92505,0.7445,2.889425,13.077375,2.208,39.51045,0.3636,2.59425,62.9671,1.418,8.358,0.82065,4.368,0.1334,4.4188,0.39215,2.672308417,0.239398333
100,0,0,0,0,0,1,2.5,5,40,2.5,4,0,7,10,7.175625,0.6167,6.7005,0.6083,17.4365,2.76,12.280275,2.9088,0.5765,34.22125,2.836,1.194,0.82065,40.768,0.0667,4.142625,3.52935,2.224805052,0.139937147
150,0,0,0,1,0,0,20,2.5,20,10,0.3,0,8,5,5.3578,2.15845,4.467,0.30415,6.9746,3.312,16.551675,3.636,1.153,46.5409,1.418,8.358,6.5652,53.872,0.016675,3.86645,0.7843,4.714625825,0.406102365
175,0,0,0,1,0,0,0,2.5,5,60,0,0.1,1,10,4.01835,2.15845,0.7445,1.52075,13.077375,2.76,5.33925,2.9088,2.306,26.00815,2.836,14.726,1.6413,53.872,0.16675,4.97115,1.17645,2.658431993,0.126011878
125,0,0,0,0,0,1,5,0,10,5,2,0,8,6.25,7.175625,3.0835,5.956,0.30415,1.74365,2.208,21.890925,2.5452,1.7295,26.00815,1.9852,4.776,0.82065,23.296,0.1334,3.86645,1.5686,5.195530728,0.205803038
100,0,1,0,0,0,0,12.5,0,2.5,5,0.3,0,8,5,5.3578,1.8501,6.7005,1.52075,9.590075,4.416,9.076725,3.636,2.59425,46.5409,1.9852,19.9,0.82065,53.872,0.0667,4.142625,2.3529,4.177696153,0.28610142
100,0,0,0,1,0,0,12.5,2.5,60,5,4,0,0,8.75,3.0616,1.2334,4.467,0.152075,2.615475,2.208,16.551675,0.3636,0.28825,113.61455,1.9852,6.368,0.82065,13.104,0.050025,4.4188,1.5686,2.109024319,0.408159732
175,0,0,0,1,0,0,17.5,5,80,0,0.1,0,1,10,4.01835,0.92505,5.2115,0.6083,13.077375,4.968,16.551675,2.5452,0.86475,62.9671,2.5524,1.99,2.46195,30.576,0.016675,4.142625,2.74505,3.64046132,0.461539522
100,0,0,0,1,0,0,2.5,0,5,5,3,0,0,10,4.01835,2.4668,2.2335,0.456225,5.23095,1.104,5.33925,1.818,0.86475,34.22125,1.418,1.194,0.82065,7.28,0.0667,4.142625,3.1372,0.75570735,0.188493462
50,0,0,1,0,0,0,5,20,10,20,0.3,0,5,3.75,3.0616,0.30835,4.467,0.30415,1.74365,1.656,1.601775,0.7272,2.8825,26.00815,2.836,14.726,0.82065,30.576,0.116725,4.4188,1.96075,8.478660544,0.65130919
100,1,0,0,0,0,0,7.5,2.5,80,10,0.2,0.2,4,10,5.3578,1.8501,2.978,0.30415,3.4873,3.312,29.365875,2.9088,0.5765,62.9671,1.418,6.368,0.82065,7.28,0.0667,5.247325,1.96075,4.135397176,0.444947522
50,0,0,0,0,0,1,0,2.5,2.5,40,0.4,0.1,0,5,7.175625,1.8501,2.2335,0.152075,2.615475,4.416,0.533925,0.7272,0.28825,62.9671,0.2836,11.144,0.82065,7.28,0.10005,4.4188,3.52935,0.768854203,0.131823206
100,0,0,0,0,0,1,7.5,60,20,0,2,0.1,4,2.5,4.01835,2.77515,6.7005,1.2166,9.590075,4.968,16.551675,0.7272,1.44125,46.5409,2.2688,11.144,1.6413,7.28,0.016675,3.86645,3.52935,2.77899216,0.383919152
75,0,0,0,0,0,1,15,60,40,80,0.4,0,7,1.25,3.0616,2.15845,3.7225,1.2166,13.077375,1.656,12.280275,3.636,2.01775,34.22125,0.2836,8.358,0.82065,7.28,0.10005,3.3141,1.5686,5.620173625,0.470082304
100,0,0,1,0,0,0,0,40,2.5,40,0.1,0.1,1,10,4.01835,1.54175,2.978,0.30415,1.74365,2.76,16.551675,1.4544,1.153,62.9671,1.7016,19.9,3.2826,4.368,0.16675,3.3141,2.3529,5.56604253,0.484521785
125,0,0,0,0,0,1,10,2.5,20,20,4,0.1,0,10,2.2962,1.2334,3.7225,2.889425,3.4873,0.552,16.551675,1.818,2.306,34.22125,2.836,14.726,1.6413,13.104,0.083375,4.694975,3.1372,5.929055252,1.175703935
100,0,0,0,0,1,0,5,10,80,0,0.2,0.1,2,6.25,9.5675,0.30835,5.2115,0.152075,17.4365,1.104,9.076725,2.1816,0.28825,26.00815,0.8508,11.144,0.82065,4.368,0.016675,4.4188,0.39215,4.35301625,0.237232083
50,1,0,0,0,0,0,15,40,80,2.5,4,0,4,8.75,7.175625,0.6167,1.489,0.152075,1.74365,2.208,9.076725,1.0908,0.5765,46.5409,2.836,1.194,0.82065,4.368,0.0667,4.4188,2.3529,2.13471697,0.515448124
200,0,0,0,0,0,1,5,5,60,5,0.2,0.1,1,10,3.0616,1.54175,4.467,1.2166,13.077375,1.104,16.551675,1.818,2.8825,46.5409,0.5672,1.194,0.82065,23.296,0.016675,4.97115,3.1372,5.796185202,0.176568858
150,0,0,0,0,0,1,15,0,2.5,40,1,0,0,2.5,4.01835,1.8501,1.489,2.889425,13.077375,2.208,29.365875,2.5452,1.153,26.00815,1.418,8.358,0.82065,7.28,0.050025,4.694975,0.39215,1.6417824,0.083353224
50,0,0,0,1,0,0,0,20,2.5,5,0.2,0.2,10,8.75,7.175625,1.2334,0.7445,0.456225,5.23095,0.552,39.51045,3.2724,0.28825,34.22125,0.2836,8.358,0.82065,30.576,0.10005,3.590275,2.74505,2.561597881,0.307401872
50,0,1,0,0,0,0,2.5,20,20,40,0.1,0,0,1.25,9.5675,1.54175,6.7005,0.456225,3.4873,3.864,21.890925,2.1816,2.8825,34.22125,2.2688,14.726,0.82065,13.104,0.083375,3.590275,1.96075,3.678278922,0.532326526
75,0,0,0,1,0,0,2.5,0,20,10,2,0.2,0,1.25,5.3578,0.6167,2.2335,1.2166,1.74365,4.416,9.076725,3.2724,1.44125,84.8687,0.8508,14.726,4.9239,4.368,0.10005,4.694975,2.3529,0.453485322,0.092655792
75,0,0,1,0,0,0,10,2.5,40,80,5,0,1,5,3.0616,2.77515,6.7005,0.456225,6.9746,4.416,9.076725,0.3636,0.5765,62.9671,2.2688,8.358,3.2826,13.104,0.16675,4.142625,1.5686,2.763748365,0.211193102
125,0,0,0,0,1,0,10,2.5,2.5,0,4,0,0,10,5.3578,2.4668,5.2115,2.12905,2.615475,2.208,9.076725,1.4544,1.153,113.61455,1.9852,3.582,1.6413,13.104,0.050025,3.86645,2.74505,3.027439785,0.138321966
150,0,0,0,1,0,0,5,20,2.5,20,0.4,0.1,3,5,3.0616,2.4668,5.956,2.12905,2.615475,4.968,16.551675,2.5452,1.7295,62.9671,1.1344,1.194,3.2826,13.104,0.083375,4.694975,1.17645,5.735013628,0.301984808
200,0,0,0,1,0,0,12.5,5,60,2.5,0,0,5,10,2.2962,1.2334,0.7445,0.91245,0.871825,2.76,9.076725,0.7272,2.01775,26.00815,2.2688,14.726,2.46195,72.8,0.083375,4.4188,3.1372,4.230066416,0.545763115
75,0,0,0,1,0,0,2.5,5,20,60,2,0,3,5,5.3578,1.54175,5.956,0.456225,13.077375,1.104,29.365875,2.5452,0.5765,62.9671,1.9852,4.776,0.82065,23.296,0.050025,3.86645,0.39215,2.682698014,0.065219739
75,0,0,0,1,0,0,15,2.5,60,60,0.3,0,1,10,0.478375,2.77515,2.2335,1.2166,5.23095,3.312,12.280275,1.4544,2.8825,113.61455,2.5524,19.9,0.82065,13.104,0.016675,3.3141,0.39215,3.077117135,0.215097012
125,1,0,0,0,0,0,2.5,2.5,60,0,3,0.1,5,10,5.3578,1.54175,6.7005,1.52075,13.077375,4.416,0.533925,2.9088,0.86475,26.00815,0.8508,8.358,6.5652,7.28,0.116725,4.4188,0.39215,8.199768447,2.051470897
150,0,0,0,0,0,1,17.5,60,20,2.5,2,0,9,5,3.0616,2.77515,6.7005,0.152075,3.4873,2.76,12.280275,3.636,1.44125,46.5409,0.2836,11.144,8.2065,13.104,0.083375,3.86645,0.7843,4.065680508,0.31375691
150,0,0,0,0,0,1,12.5,5,20,10,0.5,0.1,8,10,7.175625,0.92505,2.2335,1.52075,6.9746,1.104,2.669625,1.0908,2.8825,62.9671,0.5672,6.368,0.82065,30.576,0.0667,4.142625,1.5686,7.322795428,1.103386026
125,0,0,1,0,0,0,20,5,2.5,80,0.3,0.1,4,5,2.2962,3.0835,1.489,0.152075,13.077375,2.76,9.076725,0.7272,2.59425,84.8687,1.7016,11.144,0.82065,13.104,0.0667,4.694975,2.3529,3.542917939,0.330476859
75,0,0,1,0,0,0,7.5,20,5,60,3,0.1,3,6.25,4.01835,2.4668,5.2115,0.152075,2.615475,3.864,0.533925,3.636,1.7295,84.8687,2.2688,4.776,0.82065,40.768,0.0667,3.3141,3.52935,4.600858229,1.199647527
75,0,1,0,0,0,0,15,40,10,20,2,0.1,4,10,4.01835,3.0835,2.978,0.456225,2.615475,0.552,2.669625,0.7272,0.28825,62.9671,0.8508,14.726,2.46195,40.768,0.116725,5.247325,0.7843,6.2863416,0.586871883
50,0,0,1,0,0,0,7.5,40,20,5,0.5,0,3,5,7.175625,0.6167,6.7005,0.152075,1.74365,1.656,5.33925,3.2724,1.153,62.9671,0.5672,0.796,0.82065,7.28,0.1334,5.247325,0.7843,2.534503707,0.520419723
75,0,0,0,1,0,0,5,10,5,20,0.1,0.1,1,8.75,4.01835,1.54175,2.2335,0.456225,0.871825,3.864,21.890925,0.3636,2.01775,84.8687,2.2688,8.358,1.6413,13.104,0.016675,4.142625,1.17645,5.101724039,0.507060663
50,0,0,0,1,0,0,5,2.5,80,20,1,0.2,8,5,7.175625,0.92505,5.2115,0.91245,1.74365,2.208,16.551675,0.7272,1.153,34.22125,2.5524,14.726,4.10325,4.368,0.016675,4.97115,3.52935,3.69156065,0.460906681
125,0,0,1,0,0,0,0,5,2.5,5,2,0,6,8.75,9.5675,0.92505,4.467,0.456225,13.077375,4.968,5.33925,2.1816,2.59425,46.5409,1.7016,8.358,3.2826,13.104,0.1334,3.86645,0.7843,3.186553221,0.069506191
200,0,0,0,0,0,1,12.5,0,2.5,5,3,0,5,3.75,4.01835,2.77515,5.2115,1.52075,9.590075,1.104,9.076725,2.1816,0.5765,46.5409,1.1344,11.144,1.6413,13.104,0.150075,4.97115,2.3529,6.334325602,0.23481021
75,0,0,0,0,1,0,5,60,60,20,0.4,0,3,5,3.0616,1.54175,6.7005,2.12905,6.9746,1.656,16.551675,2.5452,2.8825,26.00815,1.418,11.144,2.46195,23.296,0.10005,4.142625,2.3529,6.502791612,0.575633496
50,0,0,0,0,0,1,2.5,40,10,10,0.5,0.2,6,7.5,4.01835,2.77515,1.489,0.30415,3.4873,2.208,29.365875,2.1816,2.01775,84.8687,0.2836,8.358,2.46195,23.296,0.03335,3.590275,2.74505,5.243159784,0.520082017
125,1,0,0,0,0,0,12.5,0,5,80,3,0.1,1,10,3.0616,0.30835,2.978,0.6083,9.590075,4.416,1.601775,2.9088,2.01775,34.22125,0.8508,3.582,0.82065,23.296,0.03335,3.590275,1.17645,3.475865163,0.649831044
175,0,0,0,0,1,0,20,40,20,0,2,0.1,9,6.25,7.175625,2.4668,2.2335,0.152075,2.615475,4.416,5.33925,0.3636,1.7295,26.00815,1.1344,11.144,2.46195,7.28,0.050025,4.142625,0.39215,7.074148402,0.460561695
75,0,0,1,0,0,0,17.5,0,60,40,0.2,0,6,1.25,4.01835,1.2334,5.2115,0.30415,1.74365,4.416,0.533925,1.0908,2.01775,62.9671,2.836,8.358,0.82065,4.368,0.10005,4.694975,3.1372,3.492237909,0.409148572
75,0,1,0,0,0,0,0,40,10,5,1,0.1,3,6.25,4.01835,3.0835,5.956,0.30415,2.615475,0.552,2.669625,3.2724,0.86475,113.61455,1.7016,14.726,1.6413,30.576,0.10005,4.97115,1.5686,5.642095002,1.20528115
50,0,0,1,0,0,0,0,40,5,5,3,0,1,10,2.2962,2.77515,2.2335,2.889425,6.9746,4.968,0.533925,1.4544,2.306,84.8687,1.9852,8.358,1.6413,40.768,0.03335,4.97115,2.74505,3.554210476,0.349860214
100,0,0,0,1,0,0,12.5,5,80,60,0.5,0.2,3,10,3.0616,1.54175,2.2335,1.52075,5.23095,1.104,5.33925,2.5452,2.01775,34.22125,2.2688,11.144,1.6413,7.28,0.16675,4.97115,3.52935,5.657012834,0.201912532
75,0,0,0,0,1,0,7.5,2.5,5,2.5,4,0.1,5,10,3.0616,2.77515,6.7005,1.52075,9.590075,4.416,5.33925,1.818,1.44125,84.8687,2.5524,8.358,5.74455,13.104,0.016675,5.247325,1.96075,6.843435438,0.453887716
50,0,0,0,1,0,0,7.5,60,40,10,0.3,0,2,7.5,4.01835,0.30835,6.7005,2.12905,0.871825,2.76,16.551675,2.5452,2.306,26.00815,2.5524,2.786,0.82065,40.768,0.150075,3.590275,1.17645,3.273892298,0.34755912
125,0,0,0,1,0,0,17.5,40,2.5,2.5,2,0,2,1.25,3.0616,2.77515,1.489,0.30415,1.74365,1.656,29.365875,2.9088,2.8825,62.9671,1.1344,1.99,2.46195,13.104,0.083375,5.247325,1.5686,0.777834529,0.219505089
50,0,0,0,0,1,0,12.5,40,60,40,1,0,1,10,4.01835,1.2334,5.956,2.889425,2.615475,2.76,5.33925,1.4544,1.153,62.9671,2.5524,6.368,3.2826,40.768,0.083375,4.694975,3.1372,3.129407609,0.353462174
100,1,0,0,0,0,0,12.5,20,80,5,0.4,0,2,8.75,5.3578,2.4668,4.467,2.12905,1.74365,3.312,0.533925,2.5452,0.28825,84.8687,1.1344,19.9,0.82065,13.104,0.016675,3.3141,0.7843,4.855911597,0.846930616
100,0,1,0,0,0,0,0,10,60,5,0,0.2,3,6.25,4.01835,1.54175,4.467,2.889425,3.4873,2.76,5.33925,3.2724,2.8825,26.00815,1.7016,11.144,0.82065,30.576,0.116725,4.694975,0.39215,3.756620501,0.513725233
75,0,1,0,0,0,0,17.5,40,5,5,0.4,0,2,10,3.0616,1.54175,0.7445,0.91245,5.23095,4.968,52.858575,3.2724,0.28825,46.5409,1.9852,0.796,0.82065,4.368,0.10005,4.142625,1.96075,1.70790796,0.237956037
50,1,0,0,0,0,0,7.5,2.5,40,2.5,0.2,0.2,0,10,7.175625,2.4668,5.956,0.30415,6.9746,2.208,1.601775,0.3636,1.44125,62.9671,0.2836,19.9,2.46195,4.368,0.050025,3.3141,1.5686,2.876494951,0.174207208
150,0,0,0,0,0,1,0,0,10,20,2,0.1,1,10,4.01835,2.15845,5.956,0.152075,0.871825,3.864,2.669625,0.3636,2.59425,34.22125,2.2688,14.726,4.10325,23.296,0.16675,4.4188,3.1372,5.568414949,0.465160393
150,0,0,1,0,0,0,5,2.5,60,40,1,0.2,5,8.75,4.01835,1.8501,5.956,2.889425,1.74365,3.312,1.601775,2.9088,2.306,34.22125,0.2836,8.358,4.9239,23.296,0.0667,4.142625,3.1372,8.968990251,0.829301504
150,1,0,0,0,0,0,5,5,40,80,0.4,0.2,2,10,3.0616,0.30835,6.7005,0.6083,1.74365,3.864,2.669625,1.818,2.8825,84.8687,2.836,4.776,0.82065,13.104,0.150075,3.3141,0.7843,4.439790595,0.444667667
100,0,0,0,1,0,0,7.5,10,20,0,2,0,2,7.5,7.175625,3.0835,5.956,0.456225,5.23095,4.416,16.551675,0.3636,0.86475,46.5409,0.2836,1.194,0.82065,7.28,0.03335,4.97115,0.39215,2.764933295,0.176656382
150,0,0,0,0,1,0,0,0,40,60,0.5,0,5,3.75,3.0616,0.6167,2.978,0.6083,2.615475,4.968,9.076725,2.9088,0.86475,26.00815,0.2836,11.144,4.9239,23.296,0.150075,3.86645,1.5686,10.1121312,0.872851589
125,0,0,0,1,0,0,7.5,40,80,60,0.4,0,1,8.75,3.0616,1.8501,0.7445,0.30415,13.077375,4.968,1.601775,2.9088,2.306,46.5409,0.2836,11.144,7.38585,23.296,0.10005,4.694975,1.17645,7.645890233,0.776924977
100,0,0,0,0,1,0,5,5,2.5,0,2,0,2,5,4.01835,0.30835,3.7225,0.91245,1.74365,1.656,5.33925,1.818,0.86475,62.9671,0.8508,19.9,1.6413,40.768,0.050025,5.247325,1.5686,2.633391597,0.225266637
