HEPES,HEPES_pH7.0,HEPES_pH7.2,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH8.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,Well_Name_1,Well_Name_2,Well_Name_3,Value_1,Value_2,Value_3,yield,yield_std
150,0,0,0,0,1,0,0,5,60,10,0.3,0.1,10,10,3.0616,3.0835,0.7445,0.91245,6.9746,1.656,2.669625,3.636,0.5765,62.9671,1.1344,4.776,8.2065,30.576,0.150075,1.380875,1.5686,K1,K9,K17,2.033794055,1.75223284,,1.893013448,0.199093844
100,0,0,0,0,1,0,10,40,40,20,0.5,0.1,10,6.25,5.3578,1.54175,0.7445,2.889425,13.077375,0.552,1.601775,1.4544,0.5765,46.5409,0.8508,19.9,5.74455,23.296,0.03335,2.485575,1.96075,L1,L9,L17,16.40944096,,15.63956846,16.02450471,0.544382065
200,0,1,0,0,0,0,2.5,20,20,20,0.1,0.4,9,7.5,0.95675,1.2334,3.7225,0.91245,6.9746,0.552,9.076725,3.2724,1.153,62.9671,2.2688,8.358,6.5652,23.296,0.016675,1.380875,1.96075,M1,M9,M17,,10.22447757,11.95245624,11.0884669,1.221865439
75,0,0,0,0,0,1,5,10,60,20,2,0.2,6,10,0.095675,1.54175,5.2115,1.2166,13.077375,0.552,1.601775,3.636,1.44125,84.8687,0.5672,2.786,6.5652,72.8,0.1334,5.247325,0.39215,N1,N9,N17,2.262859367,2.053590181,,2.158224774,0.147975661
200,0,0,0,0,0,1,5,20,10,20,0.2,0.1,9,1.25,0.287025,2.4668,6.7005,0.91245,9.590075,1.104,1.601775,3.2724,1.44125,84.8687,1.9852,14.726,0.82065,13.104,0.050025,4.97115,2.74505,O1,O9,O17,10.79608737,10.76952988,9.584793038,10.3834701,0.691802074
150,0,0,0,0,1,0,7.5,0,60,80,0.1,0.2,7,7.5,5.3578,2.15845,0.7445,1.2166,0.871825,0.552,0.533925,2.5452,2.306,46.5409,1.9852,11.144,8.2065,23.296,0.03335,2.76175,2.3529,P1,P9,P17,2.160997319,,3.370523014,2.765760167,0.855263821
175,0,0,1,0,0,0,7.5,10,20,40,0.2,0.2,3,3.75,3.0616,3.0835,1.489,0.30415,17.4365,1.104,0.533925,3.636,2.01775,34.22125,0.8508,6.368,6.5652,40.768,0.083375,3.590275,1.96075,A2,A10,A18,,6.988845175,7.036356295,7.012600735,0.033595436
200,0,0,0,0,1,0,2.5,40,2.5,20,0.4,0.4,7,6.25,1.72215,2.15845,4.467,0.456225,6.9746,0.552,2.669625,2.1816,0.5765,84.8687,2.5524,0.796,6.5652,30.576,0.050025,2.76175,1.96075,B2,B10,B18,4.947198837,8.299593805,7.85083315,7.032541931,1.819845706
125,0,0,0,0,1,0,12.5,2.5,2.5,0,0.4,0.2,6,7.5,1.72215,3.0835,2.978,0.6083,2.615475,4.416,1.601775,2.1816,0.28825,113.61455,0.5672,14.726,6.5652,72.8,0.016675,3.3141,1.96075,C2,C10,C18,,4.420478751,5.251632076,4.836055413,0.587714152
175,0,0,0,0,1,0,2.5,5,10,2.5,4,0,10,6.25,0.095675,2.4668,2.978,2.12905,17.4365,3.312,0.533925,0.7272,1.44125,113.61455,2.2688,11.144,6.5652,13.104,0.1334,1.380875,0.7843,D2,D10,D18,2.557020425,2.529696264,3.29819114,2.794969276,0.436017013
75,0,0,0,0,1,0,7.5,2.5,2.5,20,0.3,0.2,7,3.75,3.0616,1.54175,5.2115,1.2166,3.4873,4.416,1.601775,2.5452,1.44125,84.8687,1.7016,14.726,1.6413,53.872,0.083375,4.694975,1.17645,E2,E10,E18,,10.55892874,11.76742796,11.16317835,0.854537995
175,0,0,0,0,1,0,7.5,0,5,40,0.5,0.4,3,5,0.287025,2.15845,6.7005,1.52075,6.9746,4.968,5.33925,1.4544,1.44125,26.00815,0.5672,19.9,4.9239,72.8,0.016675,1.380875,2.3529,F2,F10,F18,2.995074266,3.567610993,4.608661025,3.723782095,0.818051109
100,1,0,0,0,0,0,2.5,0,60,5,0.2,0.4,4,6.25,5.3578,3.0835,1.489,0.456225,0.871825,1.656,1.601775,3.636,1.153,84.8687,2.836,6.368,6.5652,23.296,0.016675,5.247325,1.96075,G2,G10,G18,4.925226416,1.610899367,3.01660345,3.184243078,1.663510815
150,0,0,0,0,1,0,17.5,2.5,10,20,1,0.1,5,8.75,0.478375,3.0835,2.978,0.6083,9.590075,4.416,9.076725,2.1816,0.5765,84.8687,0.5672,14.726,7.38585,53.872,0.03335,2.76175,1.5686,H2,H10,H18,,6.536082771,8.543108526,7.539595648,1.419181521
200,1,0,0,0,0,0,5,2.5,2.5,20,0.1,0.4,9,7.5,0.095675,1.2334,5.956,0.30415,2.615475,4.968,9.076725,3.636,0.86475,113.61455,0.2836,4.776,4.9239,13.104,0.03335,0.828525,2.3529,I2,I10,I18,,,4.026990854,4.026990854,
150,0,0,0,0,1,0,5,10,40,40,0,0.1,6,5,4.01835,3.0835,5.2115,0.6083,1.74365,1.104,1.601775,1.818,2.01775,26.00815,0.5672,4.776,6.5652,7.28,0.016675,3.590275,1.17645,J2,J10,J18,23.75370685,,16.96390705,20.35880695,4.801113485
175,1,0,0,0,0,0,2.5,20,2.5,40,0.2,0,5,3.75,2.2962,1.8501,1.489,2.889425,17.4365,4.416,9.076725,3.2724,0.86475,84.8687,0.8508,8.358,4.9239,13.104,0.016675,3.86645,1.5686,K2,K10,K18,,6.274277442,5.85138167,6.062829556,0.299032468
150,0,1,0,0,0,0,10,5,40,40,0,0.2,4,5,0.287025,1.54175,5.2115,0.6083,17.4365,3.864,12.280275,2.9088,1.7295,84.8687,0.5672,6.368,4.9239,13.104,0.03335,3.86645,3.1372,L2,L10,L18,6.953279686,7.331741371,8.513392918,7.599471325,0.813786103
75,0,0,0,0,1,0,12.5,5,10,40,0.5,0.1,10,3.75,2.2962,2.15845,1.489,1.52075,6.9746,4.416,0.533925,1.4544,2.8825,46.5409,0.2836,14.726,1.6413,13.104,0.03335,4.4188,2.74505,M2,M10,M18,26.12310534,26.49119983,27.67642666,26.76357728,0.81169199
175,0,0,0,0,0,1,10,5,60,10,0.2,0.1,9,6.25,0.95675,1.54175,5.2115,0.152075,17.4365,1.104,1.601775,0.3636,2.306,113.61455,0.5672,3.582,0.82065,40.768,0.016675,3.037925,2.74505,N2,N10,N18,9.178129365,6.970087925,8.436439426,8.194885572,1.123664963
50,0,0,1,0,0,0,5,5,40,80,0.4,0,9,8.75,7.175625,1.8501,1.489,0.30415,1.74365,2.208,2.669625,3.636,1.153,113.61455,0.2836,8.358,6.5652,23.296,0.150075,0.828525,1.96075,O2,O10,O18,7.986630208,5.120348805,7.373012048,6.826663687,1.509226513
75,0,0,0,0,1,0,5,2.5,20,2.5,0.5,0.1,7,10,0.478375,1.8501,6.7005,0.152075,9.590075,1.104,1.601775,2.9088,2.8825,62.9671,0.8508,3.582,2.46195,30.576,0.16675,5.247325,3.1372,P2,P10,P18,14.72138154,12.53148174,8.934992361,12.06261855,2.921549153
150,0,1,0,0,0,0,5,2.5,80,5,0,0.2,8,7.5,4.01835,1.54175,2.978,0.91245,9.590075,3.312,2.669625,3.636,2.8825,62.9671,2.2688,4.776,6.5652,30.576,0.10005,4.4188,2.74505,A3,A11,A19,8.158507548,3.709157003,5.874229182,5.913964577,2.224941402
150,0,0,0,0,1,0,5,5,20,40,0,0.1,8,1.25,0.095675,2.15845,0.7445,0.6083,0.871825,4.416,12.280275,2.9088,1.153,113.61455,0.8508,8.358,4.9239,53.872,0.03335,5.247325,2.74505,B3,B11,B19,3.520386561,3.720672925,4.544925178,3.928661555,0.543014086
150,0,0,0,0,0,1,5,10,10,40,1,0,6,7.5,4.01835,2.4668,2.2335,0.6083,9.590075,3.312,0.533925,1.818,0.5765,84.8687,1.1344,14.726,4.10325,23.296,0.083375,4.142625,1.96075,C3,C11,C19,,11.63007143,13.47594883,12.55301013,1.305232431
175,1,0,0,0,0,0,2.5,0,40,40,0.3,0.1,9,3.75,4.01835,2.15845,0.7445,0.6083,1.74365,0.552,1.601775,0.3636,0.5765,62.9671,0.5672,2.786,5.74455,30.576,0.16675,2.485575,0.39215,E3,E11,E19,13.30441537,,14.19283662,13.748626,0.628208695
50,0,0,0,0,1,0,2.5,10,2.5,40,0.3,0.2,1,6.25,1.72215,3.0835,5.2115,0.30415,0.871825,1.104,0.533925,2.5452,2.01775,113.61455,2.2688,19.9,3.2826,23.296,0.050025,3.3141,0.39215,D3,D11,D19,9.577677373,7.637788883,10.80327432,9.339580191,1.596117855
50,0,0,0,0,1,0,5,5,2.5,80,0.5,0.4,6,10,0.287025,1.54175,3.7225,2.12905,9.590075,1.104,0.533925,2.5452,1.153,62.9671,1.9852,8.358,2.46195,30.576,0.03335,4.97115,1.5686,F3,F11,F19,6.336298007,7.679537793,7.810573006,7.275469602,0.815981017
125,1,0,0,0,0,0,10,60,40,40,0,0.4,4,7.5,0.478375,2.15845,4.467,2.889425,0.871825,1.104,0.533925,2.1816,1.44125,62.9671,1.418,4.776,5.74455,23.296,0.03335,1.380875,1.5686,G3,G11,G19,,2.457070558,3.557552462,3.00731151,0.778158217
100,0,0,0,0,1,0,2.5,5,60,60,0.1,0,8,8.75,0.478375,2.15845,5.956,0.30415,6.9746,3.312,39.51045,2.9088,1.44125,84.8687,0.2836,6.368,3.2826,13.104,0.1334,0.276175,2.74505,H3,H11,H19,,5.881504874,,5.881504874,
200,0,0,0,0,1,0,20,0,5,10,0,0.2,9,8.75,0.287025,1.2334,6.7005,0.30415,6.9746,1.104,0.533925,2.1816,0.86475,113.61455,0.5672,6.368,4.9239,30.576,0.16675,4.4188,0.39215,I3,I11,I19,,,3.082964813,3.082964813,
150,0,0,0,0,1,0,2.5,5,10,20,0.3,0.1,9,3.75,0.287025,1.2334,3.7225,0.6083,2.615475,1.104,0.533925,0.3636,1.7295,84.8687,2.5524,0.398,5.74455,72.8,0.03335,0.276175,0.39215,J3,J11,J19,,2.835528905,3.05961751,2.947573207,0.158454572
150,0,0,0,0,1,0,2.5,5,10,20,0.5,0.4,1,6.25,0.287025,3.0835,5.956,0.91245,2.615475,4.968,5.33925,2.5452,1.153,62.9671,1.418,14.726,4.9239,72.8,0.16675,4.4188,2.74505,K3,K11,K19,8.158470586,7.238977503,6.6865753,7.36134113,0.743537878
50,0,1,0,0,0,0,5,20,20,2.5,3,0.1,8,8.75,0.478375,2.77515,4.467,0.91245,3.4873,3.312,0.533925,3.636,0.86475,84.8687,1.9852,8.358,4.9239,30.576,0.03335,4.97115,2.74505,L3,L11,L19,12.27866203,10.02776801,10.72635814,11.01092939,1.15211396
175,0,0,0,0,1,0,5,2.5,80,10,0.1,0,4,10,0.95675,1.54175,4.467,0.91245,3.4873,4.416,9.076725,2.9088,1.153,34.22125,1.9852,4.776,6.5652,53.872,0.116725,3.037925,1.96075,M3,M11,M19,,,8.112378418,8.112378418,
125,0,0,0,0,0,1,0,40,10,10,0,0.1,10,5,1.72215,3.0835,0.7445,1.52075,17.4365,1.104,0.533925,1.4544,0.28825,113.61455,0.8508,3.582,8.2065,23.296,0.116725,0.828525,2.3529,N3,N11,N19,1.072157782,0.874286937,1.146525446,1.030990055,0.14071083
50,0,0,1,0,0,0,7.5,2.5,80,40,0.5,0.4,3,3.75,0.95675,2.15845,5.956,2.12905,13.077375,1.104,2.669625,3.636,1.44125,84.8687,2.5524,1.99,7.38585,30.576,0.03335,2.485575,2.74505,O3,O11,O19,4.773895888,3.613639019,3.72032934,4.035954749,0.641298331
75,0,0,0,0,1,0,2.5,0,80,80,2,0.1,6,8.75,1.72215,1.54175,2.2335,0.456225,5.23095,1.104,0.533925,2.1816,1.44125,34.22125,0.5672,6.368,6.5652,13.104,0.03335,4.694975,0.7843,P3,P11,P19,2.777639597,2.808502178,3.051909209,2.879350328,0.150234984
200,0,0,0,0,1,0,5,10,2.5,20,0.5,0,2,10,3.0616,1.54175,5.2115,1.52075,0.871825,4.968,1.601775,2.9088,2.01775,84.8687,1.418,3.582,1.6413,13.104,0.150075,0.828525,1.5686,A4,A12,A20,7.557997714,7.158547055,10.47747281,8.398005858,1.811912608
175,0,0,0,0,0,1,0,0,10,60,0.2,0,3,10,4.01835,2.77515,3.7225,0.91245,5.23095,1.656,1.601775,2.5452,1.7295,113.61455,1.7016,6.368,6.5652,13.104,0.03335,1.933225,1.5686,B4,B12,B20,3.411210969,3.265364996,4.525862153,3.734146039,0.689513282
50,0,0,0,0,1,0,5,60,10,5,0.3,0.4,5,8.75,3.0616,2.15845,0.7445,0.91245,13.077375,4.416,1.601775,1.0908,0.5765,84.8687,1.7016,1.592,5.74455,23.296,0.116725,4.694975,1.5686,C4,C12,C20,9.802780114,5.537199111,11.15646355,8.832147592,2.932682872
100,1,0,0,0,0,0,7.5,0,5,0,1,0.4,7,6.25,0.95675,2.4668,3.7225,0.456225,3.4873,0.552,2.669625,1.818,1.7295,84.8687,2.5524,19.9,8.2065,40.768,0.016675,4.97115,1.5686,D4,D12,D20,4.376688799,4.981098104,5.792533835,5.050106913,0.710440676
75,0,0,0,1,0,0,5,2.5,40,80,0.4,0,4,8.75,4.01835,2.15845,0.7445,0.152075,9.590075,4.416,2.669625,2.9088,2.01775,113.61455,1.9852,3.582,7.38585,72.8,0.03335,1.380875,0.7843,E4,E12,E20,5.395262158,5.677427843,6.783320623,5.952003541,0.733635084
75,0,0,1,0,0,0,5,5,40,5,0.1,0.2,9,7.5,0.287025,1.54175,3.7225,1.52075,9.590075,1.104,2.669625,2.5452,2.59425,34.22125,0.8508,19.9,4.9239,72.8,0.10005,4.97115,3.1372,F4,F12,F20,5.929797601,5.873165664,5.411466254,5.738143173,0.284324025
50,0,0,0,0,0,1,12.5,40,40,60,0.4,0.1,8,10,0.478375,1.2334,2.978,0.152075,0.871825,0.552,1.601775,3.2724,0.28825,84.8687,2.2688,14.726,3.2826,53.872,0.03335,5.247325,2.3529,G4,G12,G20,,,3.172461947,3.172461947,
200,0,1,0,0,0,0,5,10,10,5,3,0.1,6,10,2.2962,2.15845,5.956,2.12905,5.23095,4.416,2.669625,3.636,1.7295,46.5409,2.836,4.776,6.5652,30.576,0.03335,4.97115,1.96075,H4,H12,H20,12.08100327,11.18583168,12.76896143,12.01193212,0.79382181
100,0,0,0,0,1,0,7.5,10,40,80,0,0.1,8,7.5,1.72215,2.77515,2.2335,2.12905,0.871825,3.864,12.280275,0.3636,0.86475,113.61455,0.5672,11.144,7.38585,7.28,0.0667,2.76175,2.3529,I4,I12,I20,5.672415441,1.965105627,2.447679836,3.361733635,2.015603452
150,0,0,0,0,0,1,2.5,2.5,20,20,0.1,0,10,8.75,5.3578,1.54175,2.2335,0.152075,2.615475,2.76,2.669625,3.2724,2.59425,62.9671,2.5524,4.776,8.2065,30.576,0.083375,2.76175,0.39215,J4,J12,J20,16.50335882,9.99178008,13.50941873,13.33485254,3.259297384
75,0,0,0,0,1,0,5,10,40,40,5,0,5,3.75,0.095675,2.15845,5.956,2.889425,13.077375,2.76,0.533925,0.7272,2.01775,62.9671,1.9852,3.582,7.38585,53.872,0.150075,5.247325,1.17645,K4,K12,K20,1.947846493,2.407323603,2.479816554,2.278328883,0.288492227
175,1,0,0,0,0,0,15,0,40,5,0.5,0.4,7,8.75,1.72215,1.8501,2.978,0.30415,3.4873,0.552,16.551675,1.4544,1.153,84.8687,0.5672,8.358,6.5652,23.296,0.1334,0.276175,1.96075,L4,L12,L20,,4.809235055,6.453204342,5.631219699,1.162461831
175,0,0,0,0,1,0,0,0,40,5,0.5,0.2,4,10,0.095675,1.8501,0.7445,0.91245,9.590075,4.416,2.669625,0.3636,1.44125,62.9671,1.418,1.99,4.9239,23.296,0.016675,3.3141,3.52935,M4,M12,M20,1.667690312,1.416249154,1.487894304,1.52394459,0.129539111
75,0,0,0,0,1,0,15,10,5,60,1,0.1,7,10,0.95675,1.8501,2.978,0.30415,0.871825,3.312,0.533925,0.3636,2.306,62.9671,2.836,11.144,6.5652,23.296,0.1334,4.97115,0.7843,N4,N12,N20,12.34584432,9.261430102,11.81671192,11.14132878,1.649396723
150,0,0,1,0,0,0,2.5,2.5,10,40,0.4,0.2,6,6.25,0.095675,2.15845,2.2335,2.889425,17.4365,3.312,0.533925,2.1816,2.8825,113.61455,2.2688,6.368,3.2826,72.8,0.016675,1.380875,1.5686,O4,O12,O20,1.898912734,2.104781647,4.18569946,2.729797947,1.265042455
200,0,0,0,0,1,0,0,0,60,20,0.2,0.1,10,8.75,0.478375,1.2334,1.489,0.6083,9.590075,4.968,2.669625,0.3636,1.44125,62.9671,1.1344,6.368,8.2065,72.8,0.10005,3.3141,3.52935,P4,P12,P20,1.813619883,2.029198308,1.529921275,1.790913155,0.250411832
75,1,0,0,0,0,0,5,2.5,80,5,0.5,0.2,10,8.75,4.01835,1.8501,4.467,2.12905,5.23095,1.656,1.601775,1.4544,0.28825,84.8687,1.1344,11.144,8.2065,23.296,0.116725,3.590275,3.1372,A5,A13,A21,4.596887945,3.151949333,3.943863178,3.897566819,0.723580965
175,1,0,0,0,0,0,10,20,5,40,0.5,0,4,6.25,0.478375,1.8501,5.956,0.91245,17.4365,3.864,9.076725,2.1816,1.7295,84.8687,0.5672,4.776,7.38585,23.296,0.150075,0.276175,1.96075,B5,B13,B21,2.542292915,3.384772539,3.402620686,3.10989538,0.491639154
200,0,0,0,0,1,0,7.5,20,60,5,0.2,0.4,3,7.5,1.72215,2.15845,4.467,0.6083,9.590075,1.104,5.33925,3.2724,1.153,34.22125,1.7016,3.582,6.5652,30.576,0.0667,4.97115,1.5686,C5,C13,C21,8.635270631,6.330474123,4.337028696,6.434257817,2.150999587
150,0,0,1,0,0,0,2.5,0,20,40,0.3,0.4,5,6.25,0.95675,2.15845,5.956,0.30415,0.871825,1.656,1.601775,1.818,2.59425,46.5409,1.9852,8.358,8.2065,72.8,0.1334,3.590275,3.1372,D5,D13,D21,5.707954234,6.874522559,7.529441781,6.703972858,0.922642738
150,0,0,1,0,0,0,2.5,10,40,20,0.4,0.4,9,3.75,0.287025,2.15845,4.467,0.6083,1.74365,4.416,16.551675,3.2724,2.8825,26.00815,0.5672,6.368,4.9239,53.872,0.083375,3.037925,2.74505,E5,E13,E21,10.33210542,10.30542251,10.48167564,10.37306786,0.09499859
50,0,0,0,0,1,0,7.5,0,5,20,0.3,0.4,2,6.25,3.0616,0.92505,0.7445,0.152075,1.74365,3.864,0.533925,1.0908,0.86475,84.8687,2.836,14.726,7.38585,40.768,0.016675,0.828525,1.5686,F5,F13,F21,4.798594876,3.796049833,2.817950597,3.804198435,0.990347282
50,0,0,0,0,1,0,2.5,5,20,20,0.2,0.2,6,6.25,3.0616,0.92505,5.2115,1.52075,17.4365,4.968,5.33925,2.9088,1.153,113.61455,2.836,2.786,5.74455,53.872,0.050025,4.142625,2.74505,G5,G13,G21,6.636671755,9.366982096,8.669504091,8.224385981,1.418536654
175,0,0,0,0,1,0,12.5,10,20,40,4,0.2,3,3.75,0.478375,3.0835,4.467,0.456225,0.871825,3.864,1.601775,2.1816,0.86475,113.61455,1.418,1.99,6.5652,13.104,0.016675,4.97115,1.17645,H5,H13,H21,3.705846703,3.440418076,2.088926542,3.078397107,0.86712288
75,0,1,0,0,0,0,10,40,5,40,0.3,0.1,10,6.25,4.01835,1.8501,2.978,1.2166,13.077375,0.552,2.669625,2.1816,1.153,62.9671,2.836,6.368,1.6413,40.768,0.1334,3.037925,1.96075,I5,I13,I21,,8.701312614,7.154893478,7.928103046,1.093483458
75,0,0,0,0,1,0,10,20,5,40,0.3,0.1,3,8.75,3.0616,1.2334,5.2115,1.52075,13.077375,1.656,0.533925,1.0908,2.01775,84.8687,1.7016,14.726,3.2826,30.576,0.0667,4.97115,2.3529,J5,J13,J21,,11.14049158,12.45281292,11.79665225,0.927951314
175,0,0,0,0,1,0,17.5,5,10,60,0.2,0.1,7,8.75,3.0616,1.54175,2.2335,0.6083,5.23095,1.104,1.601775,0.3636,2.306,34.22125,0.2836,3.582,5.74455,40.768,0.050025,5.247325,1.96075,K5,K13,K21,13.05763445,,17.00133591,15.02948518,2.788618051
175,0,1,0,0,0,0,0,40,40,40,0.2,0.4,8,8.75,0.95675,2.77515,3.7225,0.6083,3.4873,0.552,2.669625,1.4544,2.01775,113.61455,0.8508,1.194,2.46195,23.296,0.116725,1.380875,1.96075,L5,L13,L21,1.114897445,0.976325976,1.220266979,1.103830133,0.122346505
100,0,1,0,0,0,0,5,10,60,60,0.4,0.1,7,8.75,0.95675,3.0835,4.467,1.2166,6.9746,1.104,0.533925,0.3636,2.306,26.00815,2.836,6.368,8.2065,53.872,0.016675,4.142625,1.5686,M5,M13,M21,13.88717382,,14.04131787,13.96424585,0.1089963
125,0,0,0,0,1,0,12.5,10,2.5,40,0.5,0.4,1,8.75,0.095675,1.8501,4.467,0.152075,13.077375,3.864,2.669625,3.2724,2.306,84.8687,0.2836,19.9,5.74455,4.368,0.1334,4.4188,1.5686,M6,M14,M22,,,3.285605031,3.285605031,#DIV/0!
150,0,0,0,0,1,0,5,20,2.5,40,0.2,0.2,7,3.75,0.95675,0.6167,1.489,0.91245,5.23095,3.864,1.601775,1.818,0.86475,26.00815,2.5524,14.726,7.38585,30.576,0.1334,2.485575,2.3529,N5,N13,N21,14.39239755,16.17203031,15.4337293,15.33271905,0.894105972
150,0,0,1,0,0,0,10,0,20,10,4,0,7,7.5,0.095675,1.8501,5.956,0.456225,1.74365,3.864,2.669625,3.636,2.306,84.8687,1.418,14.726,6.5652,13.104,0.050025,3.037925,1.5686,O5,O13,O21,6.235458194,6.14159132,6.142409955,6.173153156,0.053959297
100,0,0,0,1,0,0,2.5,0,60,20,0.5,0.4,9,7.5,0.095675,0.6167,5.956,0.6083,0.871825,1.104,2.669625,1.4544,2.306,84.8687,1.418,8.358,7.38585,53.872,0.016675,3.037925,1.17645,P5,P13,P21,1.119369802,,1.514180367,1.316775084,0.279173227
50,0,0,0,0,0,1,2.5,5,20,80,0.5,0.4,8,10,0.095675,1.2334,5.2115,2.12905,2.615475,1.656,0.533925,3.636,1.153,84.8687,1.1344,1.99,7.38585,40.768,0.150075,2.485575,1.96075,A6,A14,A22,0.804377572,2.046860562,1.796075503,1.549104546,0.657028907
150,0,0,1,0,0,0,5,20,80,0,0.4,0.2,8,3.75,0.287025,2.4668,4.467,0.152075,6.9746,3.864,5.33925,1.818,2.01775,113.61455,0.2836,19.9,5.74455,23.296,0.03335,0.276175,0.39215,B6,B14,B22,4.519778244,5.209462655,3.616109523,4.448450141,0.799067785
175,0,0,0,0,0,1,12.5,20,20,5,0.1,0,6,3.75,1.72215,1.8501,2.978,2.889425,3.4873,0.552,1.601775,1.0908,2.59425,113.61455,2.836,1.99,7.38585,53.872,0.050025,4.694975,0.7843,C6,C14,C22,7.106675306,9.242961741,9.239596237,8.529744428,1.23241516
75,0,0,0,0,1,0,7.5,2.5,80,60,1,0.1,3,5,0.287025,2.15845,4.467,2.12905,17.4365,3.312,9.076725,3.2724,0.86475,62.9671,2.2688,14.726,7.38585,30.576,0.03335,3.590275,3.1372,D6,D14,D22,,6.145739193,4.806721897,5.476230545,0.94682821
50,0,0,0,0,1,0,7.5,2.5,80,40,5,0,5,10,0.095675,1.54175,3.7225,0.91245,5.23095,4.416,1.601775,1.0908,1.153,113.61455,2.836,0.398,4.9239,13.104,0.16675,4.97115,2.74505,E6,E14,E22,2.292124909,3.04529125,3.253091912,2.86350269,0.505618142
100,0,0,0,0,1,0,0,10,80,10,0.5,0.2,10,10,0.95675,0.92505,0.7445,0.30415,6.9746,4.416,1.601775,2.5452,1.153,46.5409,2.5524,3.582,6.5652,13.104,0.03335,2.485575,3.1372,F6,F14,F22,,1.624286376,1.8685685,1.746427438,0.172733546
125,1,0,0,0,0,0,2.5,10,2.5,20,4,0.1,4,3.75,0.095675,2.4668,5.956,1.52075,5.23095,0.552,1.601775,1.818,0.28825,113.61455,0.8508,2.786,7.38585,30.576,0.03335,0.276175,3.1372,G6,G14,G22,,2.944838451,3.35043504,3.147636745,0.286800098
